id,original,tipo_variacao,attacked
25,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HAIR 2X 1L SEM FORMOL,Abreviacao,ESCOVA PROG. 100 ORG. VEGAN HAIR 2X 1L S/ FORMOL
25,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HAIR 2X 1L SEM FORMOL,Notacao_Unidades,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HAIR 2X 1000ML SEM FORMOL
25,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HAIR 2X 1L SEM FORMOL,Notacao_Unidades,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HAIR 2X 1 LITRO SEM FORMOL
25,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HAIR 2X 1L SEM FORMOL,Erro_Digitacao,ESCOVA PROGRESIVA 100 ORGNICA VEGAN HAIR 2X 1L SEM FORMOL
25,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HAIR 2X 1L SEM FORMOL,Erro_Digitacao,ESCOVA PROGRESSIVA 100 ORGNICA VEGAN HARI 2X 1L SEM FORMOL
26,BALM PARA BARBA POS BARBA FOX FOR MEN 120ML,Abreviacao,BALM P/ BARBA POS BARBA FOX FOR MEN 120ML
26,BALM PARA BARBA POS BARBA FOX FOR MEN 120ML,Abreviacao,BALM P/ BARBA POS BARBA FOX FOR MEN 120ML
26,BALM PARA BARBA POS BARBA FOX FOR MEN 120ML,Notacao_Unidades,"BALM PARA BARBA POS BARBA FOX FOR MEN 0,12L"
26,BALM PARA BARBA POS BARBA FOX FOR MEN 120ML,Notacao_Unidades,BALM PARA BARBA POS BARBA FOX FOR MEN 120 MILILITROS
26,BALM PARA BARBA POS BARBA FOX FOR MEN 120ML,Erro_Digitacao,BALM PARA BARBA POS BARBA FOX FOR MNE 120ML
26,BALM PARA BARBA POS BARBA FOX FOR MEN 120ML,Erro_Digitacao,BALM PARA BARBA POS BARBA FOX FOR MEN 120LM
27,ANTIQUEDA 2 SHAMPOOS 1 CONDICIONADOR SATINIQUE AMWAY,Abreviacao,ANTIQUEDA 2 SHAMP. 1 COND. SATINIQUE AMWAY
27,ANTIQUEDA 2 SHAMPOOS 1 CONDICIONADOR SATINIQUE AMWAY,Abreviacao,ANTIQUEDA 2 SHAMP. 1 CONDIC. SATINIQUE AMWAY
27,ANTIQUEDA 2 SHAMPOOS 1 CONDICIONADOR SATINIQUE AMWAY,Notacao_Unidades,ANTIQUEDA 2 UN SHAMPOOS 1 UN CONDICIONADOR SATINIQUE AMWAY
27,ANTIQUEDA 2 SHAMPOOS 1 CONDICIONADOR SATINIQUE AMWAY,Notacao_Unidades,ANTIQUEDA 2X SHAMPOOS 1X CONDICIONADOR SATINIQUE AMWAY
27,ANTIQUEDA 2 SHAMPOOS 1 CONDICIONADOR SATINIQUE AMWAY,Erro_Digitacao,ANTIQUEDA 2 SHAMPOS 1 CONDICIONADOR SATINIQUE AMWAY
27,ANTIQUEDA 2 SHAMPOOS 1 CONDICIONADOR SATINIQUE AMWAY,Erro_Digitacao,ANTIQUEDA 2 SHAMPOOS 1 CONDICIONDOR SATINIQUE AMWAY
28,KIT PERFECT LISS TURMALINA PROGRESSIVA VISAT HAIR ORIGINAL,Abreviacao,KIT PERFECT LISS TURM. PROGRESSIVA VISAT HAIR ORIGINAL
28,KIT PERFECT LISS TURMALINA PROGRESSIVA VISAT HAIR ORIGINAL,Abreviacao,KIT PERFECT LISS TURMALINA PROG. VISAT HAIR ORIGINAL
28,KIT PERFECT LISS TURMALINA PROGRESSIVA VISAT HAIR ORIGINAL,Notacao_Unidades,KIT PERFECT LISS TURMALINA PROGRESSIVA VISAT HAIR ORIGINAL PACK
28,KIT PERFECT LISS TURMALINA PROGRESSIVA VISAT HAIR ORIGINAL,Notacao_Unidades,KIT 1 UN PERFECT LISS TURMALINA PROGRESSIVA VISAT HAIR ORIGINAL
28,KIT PERFECT LISS TURMALINA PROGRESSIVA VISAT HAIR ORIGINAL,Erro_Digitacao,KIT PERFECT LISS TURMLIANA PROGRESSIVA VISAT HAIR ORIGINAL
28,KIT PERFECT LISS TURMALINA PROGRESSIVA VISAT HAIR ORIGINAL,Erro_Digitacao,KIT PERFECT LISS TURMALINA PROGRESSIVA VISAT HARI ORIGINAL
29,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WELLA,Abreviacao,KIT INVIGO NUTRI ENRICH SHAMP. CONDIC. WELLA
29,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WELLA,Abreviacao,KIT INVIGO NUTRI ENRICH SHAMP. CONDICIONADOR WELLA
29,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WELLA,Notacao_Unidades,KIT INVIGO NUTRI ENRICH 2 UN SHAMPOO CONDICIONADOR WELLA
29,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WELLA,Notacao_Unidades,KIT INVIGO NUTRI ENRICH SHAMPOO E CONDICIONADOR WELLA DUO
29,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WELLA,Erro_Digitacao,KIT INVIGO NUTRI ENRICH SHAMPOO CONDIICIONADOR WELLA
29,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WELLA,Erro_Digitacao,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WELLA
29,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WELLA,Erro_Digitacao,KIT INVIGO NUTRI ENRICH SHAMPOO CONDICIONADOR WLELA
30,KIT AMEND MATIZADOR P CABELOS RUIVOS COBRE EFFECT,Abreviacao,KIT AMEND MATIZ. P/ CABELOS RUIVOS COBRE EFFECT
30,KIT AMEND MATIZADOR P CABELOS RUIVOS COBRE EFFECT,Abreviacao,KIT AMEND MATIZADOR P/ CABELOS RUIVOS COBRE EFF.
30,KIT AMEND MATIZADOR P CABELOS RUIVOS COBRE EFFECT,Notacao_Unidades,KIT AMEND MATIZADOR P CABELOS RUIVOS COBRE EFFECT
30,KIT AMEND MATIZADOR P CABELOS RUIVOS COBRE EFFECT,Notacao_Unidades,KIT AMEND MATIZADOR P CABELOS RUIVOS COBRE EFFECT
30,KIT AMEND MATIZADOR P CABELOS RUIVOS COBRE EFFECT,Erro_Digitacao,KIT AMEND MATIZADRO P CABELOS RUIVOS COBRE EFFECT
30,KIT AMEND MATIZADOR P CABELOS RUIVOS COBRE EFFECT,Erro_Digitacao,KIT AMEND MATIZADOR P CABELOS RUIVSO COBRE EFFECT
31,KIT REDKEN EXTREME SHAMPOO 300MLCONDICIONADOR 300ML,Abreviacao,KIT REDKEN EXTREME SHAMP. 300ML COND. 300ML
31,KIT REDKEN EXTREME SHAMPOO 300MLCONDICIONADOR 300ML,Abreviacao,KIT REDKEN EXTREME SHAMPOO 300ML CONDIC. 300ML
31,KIT REDKEN EXTREME SHAMPOO 300MLCONDICIONADOR 300ML,Notacao_Unidades,"KIT REDKEN EXTREME SHAMPOO 0,3L CONDICIONADOR 0,3L"
31,KIT REDKEN EXTREME SHAMPOO 300MLCONDICIONADOR 300ML,Notacao_Unidades,KIT REDKEN EXTREME SHAMPOO 300 mililitros CONDICIONADOR 300 mililitros
31,KIT REDKEN EXTREME SHAMPOO 300MLCONDICIONADOR 300ML,Erro_Digitacao,KIT REDKEN EXTREME SHAMPO 300ML CONDICIONADOR 300ML
31,KIT REDKEN EXTREME SHAMPOO 300MLCONDICIONADOR 300ML,Erro_Digitacao,KIT REDKEN EXTREME SHAMPOO 300ML CONDICIONADRO 300ML
32,GEL COLA 7 UNIDADES PIERRY LOHAN 250 GEL PIERRY ORIGINAL,Abreviacao,GEL COLA 7 UNID. PIERRY LOHAN 250 GEL PIERRY ORIG.
32,GEL COLA 7 UNIDADES PIERRY LOHAN 250 GEL PIERRY ORIGINAL,Abreviacao,GEL COLA 7 UN. PIERRY LOHAN 250 GEL PIERRY ORIGINAL
32,GEL COLA 7 UNIDADES PIERRY LOHAN 250 GEL PIERRY ORIGINAL,Notacao_Unidades,"GEL COLA 7 UNIDADES PIERRY LOHAN 0,25kg GEL PIERRY ORIGINAL"
32,GEL COLA 7 UNIDADES PIERRY LOHAN 250 GEL PIERRY ORIGINAL,Notacao_Unidades,GEL COLA 7 UNIDADES PIERRY LOHAN 250 gramas GEL PIERRY ORIGINAL
32,GEL COLA 7 UNIDADES PIERRY LOHAN 250 GEL PIERRY ORIGINAL,Erro_Digitacao,GEL COLA 7 UNIDADES PIERRY LOHAN 250 GEL PIERRY ORIGIANL
32,GEL COLA 7 UNIDADES PIERRY LOHAN 250 GEL PIERRY ORIGINAL,Erro_Digitacao,GEL COLA 7 UNIDADES PIERRY LOHAN 250 GEL PIERY ORIGINAL
33,SHAMPOO ANTIQUEDA FORTIFYING 1000ML JM KEUNE 1922,Abreviacao,SHAMP. ANTIQUEDA FORTIFYING 1000ML JM KEUNE 1922
33,SHAMPOO ANTIQUEDA FORTIFYING 1000ML JM KEUNE 1922,Abreviacao,SHAMPOO ANTIQUEDA FORTIFYING 1L JM KEUNE 1922
33,SHAMPOO ANTIQUEDA FORTIFYING 1000ML JM KEUNE 1922,Notacao_Unidades,SHAMPOO ANTIQUEDA FORTIFYING 1L JM KEUNE 1922
33,SHAMPOO ANTIQUEDA FORTIFYING 1000ML JM KEUNE 1922,Notacao_Unidades,SHAMPOO ANTIQUEDA FORTIFYING 1000 mililitros JM KEUNE 1922
33,SHAMPOO ANTIQUEDA FORTIFYING 1000ML JM KEUNE 1922,Erro_Digitacao,SHAMPOO ANTIQUEDA FORTIFYIN 1000ML JM KEUNE 1922
33,SHAMPOO ANTIQUEDA FORTIFYING 1000ML JM KEUNE 1922,Erro_Digitacao,SHAMPOO ANTIQUEDA FORTIFYING 1000ML JM KEUNE 192
34,4 TNICO CRESCIMENTO CAPILAR 100ML EVOLUCO DO MONOXIDIL,Abreviacao,4 TON. CRESCIMENTO CAPILAR 100ML EVOLUCAO DO MONOXIDIL
34,4 TNICO CRESCIMENTO CAPILAR 100ML EVOLUCO DO MONOXIDIL,Abreviacao,4 TONICO CRESC. CAPILAR 100ML EVOLUCAO DO MONOXIDIL
34,4 TNICO CRESCIMENTO CAPILAR 100ML EVOLUCO DO MONOXIDIL,Notacao_Unidades,"4 TONICO CRESCIMENTO CAPILAR 0,1L EVOLUCAO DO MONOXIDIL"
34,4 TNICO CRESCIMENTO CAPILAR 100ML EVOLUCO DO MONOXIDIL,Notacao_Unidades,4 TONICO CRESCIMENTO CAPILAR 100 mililitros EVOLUCAO DO MONOXIDIL
34,4 TNICO CRESCIMENTO CAPILAR 100ML EVOLUCO DO MONOXIDIL,Erro_Digitacao,4 TONICO CRESCIMENTO CAPILAR 100ML EVOLUCAO DO MONOXIDIL
34,4 TNICO CRESCIMENTO CAPILAR 100ML EVOLUCO DO MONOXIDIL,Erro_Digitacao,4 TONICO CRESCIMENTO CAPILAR 100ML EVOLUCO DO MONOXIDIL
35,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR
35,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR
35,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR
35,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR
35,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR
35,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR,Fallback_Erro_LLM,EUDORA SIGE REVELA OS CACHOS SHAMPOO E CONDICIONADOR
36,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO,Fallback_Erro_LLM,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO
36,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO,Fallback_Erro_LLM,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO
36,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO,Fallback_Erro_LLM,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO
36,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO,Fallback_Erro_LLM,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO
36,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO,Fallback_Erro_LLM,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO
36,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO,Fallback_Erro_LLM,CONDICIONADOR SHITAKE BIO EXTRATUS 1L RECONSTRUCO
37,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML,Fallback_Erro_LLM,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML
37,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML,Fallback_Erro_LLM,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML
37,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML,Fallback_Erro_LLM,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML
37,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML,Fallback_Erro_LLM,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML
37,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML,Fallback_Erro_LLM,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML
37,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML,Fallback_Erro_LLM,KIT KERASYS REPAIRING DUO 2 PRODUTOS 2X200ML
38,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS,Fallback_Erro_LLM,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS
38,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS,Fallback_Erro_LLM,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS
38,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS,Fallback_Erro_LLM,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS
38,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS,Fallback_Erro_LLM,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS
38,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS,Fallback_Erro_LLM,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS
38,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS,Fallback_Erro_LLM,HAIR DRESS ATIVARE PROTETOR TERMICO FRETE GRATIS P PRANCHAS
39,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL,Fallback_Erro_LLM,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL
39,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL,Fallback_Erro_LLM,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL
39,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL,Fallback_Erro_LLM,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL
39,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL,Fallback_Erro_LLM,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL
39,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL,Fallback_Erro_LLM,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL
39,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL,Fallback_Erro_LLM,KIT ENGROSSA CABELO FIOS MAIS ENCORPADOS E VOLUMOSOS HASKELL
40,CONDICIONADOR OIL REFLECTIONS WELLA PROFISSIONALS 200ML,Abreviacao,COND. OIL REFLECTIONS WELLA PROF. 200ML
40,CONDICIONADOR OIL REFLECTIONS WELLA PROFISSIONALS 200ML,Abreviacao,CONDICIONADOR OIL REFLECT. WELLA PROFIS. 200ML
40,CONDICIONADOR OIL REFLECTIONS WELLA PROFISSIONALS 200ML,Notacao_Unidades,"CONDICIONADOR OIL REFLECTIONS WELLA PROFISSIONALS 0,2L"
40,CONDICIONADOR OIL REFLECTIONS WELLA PROFISSIONALS 200ML,Notacao_Unidades,CONDICIONADOR OIL REFLECTIONS WELLA PROFISSIONALS 200 mililitros
40,CONDICIONADOR OIL REFLECTIONS WELLA PROFISSIONALS 200ML,Erro_Digitacao,CONDICIONADOR OIL REFLECTOINS WELLA PROFISSIONALS 200ML
40,CONDICIONADOR OIL REFLECTIONS WELLA PROFISSIONALS 200ML,Erro_Digitacao,CONDICIONADOR OIL REFLECTIONS WELLA PROFISSONAIS 200ML
41,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR,Abreviacao,KIT TRUSS FRIZZ ZERO LAV. CAP. SHAMP. COND.
41,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR,Abreviacao,KIT TRUSS FRIZZ ZERO LAVAGEM CAP. SHAMPOO CONDIC.
41,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR,Notacao_Unidades,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR 1un
41,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR,Notacao_Unidades,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR 01 unidade
41,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR,Erro_Digitacao,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADRO
41,KIT TRUSS FRIZZ ZERO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR,Erro_Digitacao,KIT TRUSS FRIZZ ZREO LAVAGEM CAPILAR SHAMPOO CONDICIONADOR
42,LEAVE IN LOLA COSMETICS DANOS VORAZES 200ML,Abreviacao,LEAVE IN LOLA COSM. DANOS VORAZES 200ML
42,LEAVE IN LOLA COSMETICS DANOS VORAZES 200ML,Abreviacao,LEAVE IN LOLA COSMET. DANOS VORAZES 200ML
42,LEAVE IN LOLA COSMETICS DANOS VORAZES 200ML,Notacao_Unidades,"LEAVE IN LOLA COSMETICS DANOS VORAZES 0,2L"
42,LEAVE IN LOLA COSMETICS DANOS VORAZES 200ML,Notacao_Unidades,LEAVE IN LOLA COSMETICS DANOS VORAZES 200 mililitros
42,LEAVE IN LOLA COSMETICS DANOS VORAZES 200ML,Erro_Digitacao,LEAVE IN LOLA COSMETICS DANOS VORAZES 200LM
42,LEAVE IN LOLA COSMETICS DANOS VORAZES 200ML,Erro_Digitacao,LEAVE IN LOLA COSMETICS DANOS VORZASE 200ML
43,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300ML MASCARA 500G,Abreviacao,KIT ANEETHUN CACHOS SYS. SHAMP. 300ML MASC. 500G
43,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300ML MASCARA 500G,Abreviacao,KIT ANEETHUN CACHOS SYSTEM SHAMP. 300ML MASCARA 500G
43,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300ML MASCARA 500G,Notacao_Unidades,"KIT ANEETHUN CACHOS SYSTEM SHAMPOO 0,3L MASCARA 0,5kg"
43,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300ML MASCARA 500G,Notacao_Unidades,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300 mililitros MASCARA 500 gramas
43,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300ML MASCARA 500G,Erro_Digitacao,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300ML MASCARA 500G
43,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300ML MASCARA 500G,Erro_Digitacao,KIT ANEETHUN CACHOS SYSTEM SHAMPOO 300ML MASCARA 500G
44,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLETO,Abreviacao,KIT EICO DESLISA FIOS TRAT. HIDRAT. CAPILAR COMPL.
44,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLETO,Abreviacao,KIT EICO DESLISA FIOS TRATAMENTO HIDRAT. CAPILAR COMPLETO
44,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLETO,Notacao_Unidades,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLETO 1 kit
44,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLETO,Notacao_Unidades,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLETO 01 conjunto
44,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLETO,Erro_Digitacao,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPELTO
44,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLETO,Erro_Digitacao,KIT EICO DESLISA FIOS TRATAMENTO HIDRATACO CAPILAR COMPLEOT
45,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND,Abreviacao,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIV. SHAMP. COND.
45,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND,Abreviacao,J. FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND.
45,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND,Notacao_Unidades,"JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND 0,001L"
45,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND,Notacao_Unidades,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND 1 un
45,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND,Erro_Digitacao,JOHM FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND
45,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO COND,Erro_Digitacao,JOHN FRIEDA SHEER BLONDE HIGHLIGHT ACTIVATING SHAMPOO CONDD
46,NIOXIN SISTEMA 4 SHAMPOO 1000ML,Abreviacao,NIOXIN SIST. 4 SHAMP. 1000ML
46,NIOXIN SISTEMA 4 SHAMPOO 1000ML,Abreviacao,NIOXIN SISTEMA 4 SHAMP. 1L
46,NIOXIN SISTEMA 4 SHAMPOO 1000ML,Notacao_Unidades,NIOXIN SISTEMA 4 SHAMPOO 1L
46,NIOXIN SISTEMA 4 SHAMPOO 1000ML,Notacao_Unidades,NIOXIN SISTEMA 4 SHAMPOO 1000 mililitros
46,NIOXIN SISTEMA 4 SHAMPOO 1000ML,Erro_Digitacao,NIOXIN SISTEMA 4 SHAMPOO 1000ML
46,NIOXIN SISTEMA 4 SHAMPOO 1000ML,Erro_Digitacao,NIOXIN SISTEMA 4 SHAMPOO 1000LM
47,FIXADOR CHARMING EXTRA FORTE 400ML C 3 UNIDADES,Abreviacao,FIX. CHARMING EXTRA FORTE 400ML C 3 UN.
47,FIXADOR CHARMING EXTRA FORTE 400ML C 3 UNIDADES,Abreviacao,FIXADOR CHARMING EXTRA FORTE 400ML C 3 UNID.
47,FIXADOR CHARMING EXTRA FORTE 400ML C 3 UNIDADES,Notacao_Unidades,"FIXADOR CHARMING EXTRA FORTE 0,4L C 3 UNIDADES"
47,FIXADOR CHARMING EXTRA FORTE 400ML C 3 UNIDADES,Notacao_Unidades,FIXADOR CHARMING EXTRA FORTE 400 mililitros C 3 UNIDADES
47,FIXADOR CHARMING EXTRA FORTE 400ML C 3 UNIDADES,Erro_Digitacao,FIXADOR CHARMING EXRTA FORTE 400ML C 3 UNIDADES
47,FIXADOR CHARMING EXTRA FORTE 400ML C 3 UNIDADES,Erro_Digitacao,FIXADOR CHARMING EXTRA FORTE 400ML C 3 UNIDDADES
48,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 BRINDES,Abreviacao,PROM. PROGRESSIVA NOVA FIO GOLD SPELL 2 BRINDES
48,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 BRINDES,Abreviacao,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 BRIND.
48,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 BRINDES,Notacao_Unidades,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 unidades BRINDES
48,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 BRINDES,Notacao_Unidades,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 un. BRINDES
48,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 BRINDES,Erro_Digitacao,PROMOCO PRIGRESSIVA NOVA FIO GOLD SPELL 2 BRINDES
48,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 BRINDES,Erro_Digitacao,PROMOCO PROGRESSIVA NOVA FIO GOLD SPELL 2 BRINDESSS
49,NEW TRIVITT PROFISSIONAL SHAMPOO 1L E LEAVE IN 250ML,Abreviacao,NEW TRIVITT PROF. SHAMP. 1L E LEAVE IN 250ML
49,NEW TRIVITT PROFISSIONAL SHAMPOO 1L E LEAVE IN 250ML,Abreviacao,NEW TRIVITT PROFISSIONAL SHAMP. 1L E LEAVE IN 250ML
49,NEW TRIVITT PROFISSIONAL SHAMPOO 1L E LEAVE IN 250ML,Notacao_Unidades,"NEW TRIVITT PROFISSIONAL SHAMPOO 1000ML E LEAVE IN 0,25L"
49,NEW TRIVITT PROFISSIONAL SHAMPOO 1L E LEAVE IN 250ML,Notacao_Unidades,NEW TRIVITT PROFISSIONAL SHAMPOO 1L E LEAVE IN 250 mililitros
49,NEW TRIVITT PROFISSIONAL SHAMPOO 1L E LEAVE IN 250ML,Erro_Digitacao,NEW TRIVITT PROFISSIONAL SHAMPOO 1L E LEAVE IN 250ML
49,NEW TRIVITT PROFISSIONAL SHAMPOO 1L E LEAVE IN 250ML,Erro_Digitacao,NEW TRIVITT PROFISSONAL SHAMPOO 1L E LEAVE IN 250ML
50,ESCOVA PROGRESSIVA PROFISSIONAL LIZZI COCO PARA LOIROS,Abreviacao,ESCOVA PROG. PROF. LIZZI COCO P/ LOIROS
50,ESCOVA PROGRESSIVA PROFISSIONAL LIZZI COCO PARA LOIROS,Abreviacao,ESCOVA PROGR. PROFISS. LIZZI COCO P/ LOIRAS
50,ESCOVA PROGRESSIVA PROFISSIONAL LIZZI COCO PARA LOIROS,Notacao_Unidades,ESCOVA PROGRESSIVA PROFISSIONAL LIZZI COCO PARA LOIROS 1UN
